X , H2, CH4, CO, CO2 
3.504000001,4298.37687735,6768.99568321,7924.6957131,9158.67021879
3.516000001,4316.64377254,6828.04486544,8004.53010641,9260.8297505
3.528000001,4334.63060798,6886.3002082,8083.31547593,9361.66873783
3.540000001,4352.33738311,6943.76167604,8161.05176686,9461.1870436
3.552000001,4369.7640974,7000.42923395,8237.7389251,9559.3845324
3.564000001,4386.91075033,7056.30284745,8313.37689729,9656.26107063
3.576000001,4403.77734137,7111.3824825,8387.96563081,9751.81652647
3.588000001,4420.36387002,7165.66810557,8461.50507377,9846.05076993
3.600000001,4436.67033577,7219.15968359,8533.99517498,9938.9636728
3.612000001,4452.69673814,7271.85718401,8605.43588402,10030.5551086
3.624000001,4468.44307664,7323.76057474,8675.82715118,10120.8249529
3.636000001,4483.90935078,7374.86982416,8745.16892747,10209.7730826
3.648000001,4499.09556012,7425.18490116,8813.46116466,10297.399377
3.660000001,4514.00170418,7474.7057751,8880.70381523,10383.7037166
3.672000001,4528.62778252,7523.43241583,8946.89683238,10468.6859841
3.684000001,4542.97379469,7571.36479367,9012.04017006,10552.3460639
3.696000001,4557.03974027,7618.50287945,9076.13378296,10634.6838421
3.708000001,4570.82561882,7664.84664445,9139.17762646,10715.6992068
3.720000001,4584.33142993,7710.39606047,9201.17165671,10795.3920476
3.732000001,4597.5571732,7755.15109976,9262.11583057,10873.7622563
3.744000001,4610.50284822,7799.11173507,9322.01010564,10950.809726
3.756000001,4623.1684546,7842.27793964,9380.85444025,11026.5343521
3.768000001,4635.55399196,7884.64968718,9438.64879344,11100.9360315
3.780000001,4647.65945993,7926.22695189,9495.39312501,11174.0146629
3.792000001,4659.48485814,7967.00970845,9551.08739548,11245.7701469
3.804000001,4671.03018623,8006.99793204,9605.73156609,11316.202386
3.816000001,4682.29544385,8046.19159829,9659.32559883,11385.3112842
3.828000001,4693.28063067,8084.59068336,9711.8694564,11453.0967476
3.840000001,4703.98574635,8122.19516385,9763.36310224,11519.5586839
3.852000001,4714.41079057,8159.00501687,9813.80650053,11584.6970027
3.864000001,4724.55576301,8195.02022,9863.19961617,11648.5116153
3.876000001,4734.42066337,8230.24075131,9911.54241479,11711.002435
3.888000001,4744.00549135,8264.66658937,9958.83486275,11772.1693768
3.900000001,4753.31024666,8298.2977132,10005.0769272,11832.0123573
3.912000001,4762.33492902,8331.13410233,10050.2685758,11890.5312953
3.924000001,4771.07953815,8363.17573676,10094.4097773,11947.726111
3.936000001,4779.54407379,8394.42259699,10137.5005009,12003.5967266
3.948000001,4787.7285357,8424.87466398,10179.5407166,12058.1430662
3.960000001,4795.63292361,8454.5319192,10220.5303952,12111.3650555
3.972000001,4803.25723729,8483.39434459,10260.4695082,12163.2626222
3.984000001,4810.60147651,8511.46192257,10299.3580277,12213.8356955
3.996000001,4817.66564105,8538.73463604,10337.1959267,12263.0842067
4.008000001,4824.44973069,8565.21246842,10373.9831789,12311.0080888
4.020000001,4830.95374524,8590.89540356,10409.7197587,12357.6072766
4.032000001,4837.17768449,8615.78342585,10444.4056412,12402.8817067
4.044000001,4843.12154825,8639.87652011,10478.0408023,12446.8313175
4.056000001,4848.78533635,8663.17467168,10510.6252186,12489.4560491
4.068000001,4854.16904861,8685.67786637,10542.1588674,12530.7558437
4.080000001,4859.27268488,8707.38609048,10572.6417268,12570.7306449
4.092000001,4864.09624499,8728.29933079,10602.0737755,12609.3803985
4.104000001,4868.63972881,8748.41757458,10630.4549931,12646.7050518
4.116000001,4872.90313619,8767.74080958,10657.7853598,12682.704554
4.128000001,4876.88646701,8786.26902403,10684.0648567,12717.3788563
4.140000001,4880.58972115,8804.00220665,10709.2934653,12750.7279113
4.152000001,4884.01289849,8820.94034665,10733.4711683,12782.7516737
4.164000001,4887.15599893,8837.0834337,10756.5979487,12813.4501
4.176000001,4890.01902238,8852.43145799,10778.6737905,12842.8231484
4.188000001,4892.60196874,8866.98441015,10799.6986783,12870.8707789
4.200000001,4894.90483795,8880.74228134,10819.6725975,12897.5929533
4.212000001,4896.92762993,8893.70506317,10838.5955341,12922.9896354
4.224000001,4898.67034462,8905.87274776,10856.4674751,12947.0607905
4.236000001,4900.13298197,8917.24532769,10873.2884079,12969.8063859
4.248000001,4901.31554192,8927.82279603,10889.058321,12991.2263907
4.260000001,4902.21802447,8937.60514635,10903.7772032,13011.3207756
4.272000001,4902.84042956,8946.5923727,10917.4450444,13030.0895135
4.284000001,4903.18275718,8954.78446959,10930.061835,13047.5325786
4.296000001,4903.24500732,8962.18143204,10941.6275663,13063.6499474
4.308000001,4903.02717999,8968.78325555,10952.1422302,13078.4415978
4.320000001,4902.52927518,8974.58993609,10961.6058194,13091.9075098
4.332000001,4901.75129292,8979.60147014,10970.0183274,13104.047665
4.344000001,4900.69323321,8983.81785463,10977.3797482,13114.862047
4.356000001,4899.35509611,8987.23908701,10983.6900768,13124.3506409
4.368000001,4897.73688164,8989.86516518,10988.9493087,13132.5134339
4.380000001,4895.83858986,8991.69608755,10993.1574404,13139.3504149
4.392000001,4893.66022083,8992.73185301,10996.3144688,13144.8615745
4.404000001,4891.2017746,8992.97246092,10998.4203918,13149.0469054
4.416000001,4888.46325125,8992.41791114,10999.4752078,13151.9064017
4.428000001,4885.44465088,8991.068204,10999.4789163,13153.4400596
4.440000001,4882.14597356,8988.92334033,10998.4315171,13153.6478771
4.452000001,4878.56721939,8985.98332144,10996.3330111,13152.5298537
4.464000001,4874.7083885,8982.2481491,10993.1833996,13150.0859911
4.476000001,4870.56948098,8977.71782561,10988.9826848,13146.3162926
4.488000001,4866.15049697,8972.3923537,10983.7308697,13141.2207633
4.500000001,4861.45143661,8966.27173664,10977.427958,13134.7994101
4.512000001,4856.47230002,8959.35597815,10970.073954,13127.0522417
4.524000001,4851.21308737,8951.64508243,10961.6688628,13117.9792688
4.536000001,4845.67379881,8943.13905418,10952.2126903,13107.5805037
4.548000001,4839.8544345,8933.83789858,10941.705443,13095.8559604
4.560000001,4833.75499464,8923.7416213,10930.1471283,13082.805655
4.572000001,4827.37547939,8912.85022848,10917.5377542,13068.4296052
4.584000001,4820.71588895,8901.16372675,10903.8773295,13052.7278306
4.596000001,4813.77622353,8888.68212324,10889.1658637,13035.7003525
4.608000001,4806.55648332,8875.40542553,10873.4033671,13017.3471941
4.620000001,4799.05666856,8861.33364172,10856.5898505,12997.6683804
4.632000001,4791.27677947,8846.46678037,10838.7253257,12976.6639381
4.644000001,4783.21681627,8830.80485054,10819.8098051,12954.3338959
4.656000001,4774.87677923,8814.34786175,10799.843302,12930.678284
4.668000001,4766.25666858,8797.09582405,10778.8258301,12905.6971347
4.680000001,4757.35648459,8779.04874791,10756.7574041,12879.3904821
4.692000001,4748.17622752,8760.20664435,10733.6380393,12851.7583617
4.704000001,4738.71589766,8740.56952483,10709.4677519,12822.8008114
4.716000001,4728.97549529,8720.1374013,10684.2465587,12792.5178704
4.728000001,4718.9550207,8698.91028621,10657.9744771,12760.90958
4.740000001,4708.6544742,8676.88819248,10630.6515256,12727.9759831
4.752000001,4698.07385609,8654.07113353,10602.277723,12693.7171246
4.764000001,4687.21316671,8630.45912324,10572.8530892,12658.1330511
4.776000001,4676.07240636,8606.05217599,10542.3776446,12621.223811
4.788000001,4664.65157541,8580.85030665,10510.8514104,12582.9894545
4.800000001,4652.95067417,8554.85353056,10478.2744086,12543.4300337
4.812000001,4640.96970302,8528.06186355,10444.6466618,12502.5456023
4.824000001,4628.70866231,8500.47532194,10409.9681934,12460.336216
4.836000001,4616.16755241,8472.09392251,10374.2390275,12416.8019322
4.848000001,4603.3463737,8442.91768256,10337.4591891,12371.9428102
4.860000001,4590.24512657,8412.94661985,10299.6287036,12325.758911
4.872000001,4576.86381141,8382.18075262,10260.7475975,12278.2502973
4.884000001,4563.20242864,8350.62009962,10220.8158978,12229.4170339
4.896000001,4549.26097865,8318.26468005,10179.8336322,12179.2591873
4.908000001,4535.03946188,8285.11451363,10137.8008292,12127.7768255
